,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
1,10.mp3,95.703125,62516,919.3529411764706,0.2606379,0.3062726,0.0938029,0.39333922,0.28528643,0.08138835,0.23778108333628542,0.16368717036089242,0.026793489740755818,1.2066904,11.825225,139.83595,-4.2428894,71.22398,5072.856,0.010389333,4.967393,24.674992,0.06725731,0.033306304,0.00110931,1601.0475964388531,849.2161445151064,721168.060105102,1929.364594972145,837.5309880185886,701458.1558913931,23.168098240161047,6.928303450478312,48.00138870190968,3373.7962657822177,2301.1500303391713,5295291.462129968,0.6141887965660252,0.7996413824442148,0.639426340517295,0.0196699158721479,0.1527017493783501,0.023317824263208442,0.0757488490873323,0.04499789222990259,0.0020248103051339274,7.46446e-07,0.062453136,0.0039003943,-9.212476e-06,0.030167848,0.0009100991,2.327800453514739,1.3876108709303852,1.925463929124182
2,1000.mp3,135.99917763157896,97269,963.059405940594,0.41358367,0.28003964,0.078422196,0.55139995,0.22025414,0.048511885,0.2697583417396253,0.10278020429645424,0.01056377039522087,14.720719,75.80347,5746.1655,6.9930162,29.651146,879.1904,0.015323244,2.5429182,6.466433,0.25092202,0.06342749,0.004023047,2100.7467516044157,694.1987988229059,481911.97228716535,2329.5141367801502,457.43792424113457,209249.45453403797,20.268180989178475,7.25202627948424,52.59188515833003,4597.305534055728,1558.1672545935407,2427885.1932875724,3.374250785150572,3.6946231812880344,13.650240451710916,0.011223546189650407,0.06644839077129233,0.004415388636094368,0.09170818820949432,0.043645599712574513,0.0019049383742702846,4.059751e-06,0.17944455,0.032200348,8.4421685e-05,0.11962448,0.014310016,3.3378684807256236,2.032507171974279,4.131085404126882
3,1001.mp3,117.45383522727273,78852,938.7142857142857,0.35229474,0.29051465,0.08439877,0.36738116,0.2740889,0.07512472,0.22329995466533945,0.18294934703297158,0.03347046357979067,1.1607523,6.5175557,42.47853,-3.402929,49.481846,2448.453,-0.0034086592,2.5452123,6.478106,0.0691851,0.024659332,0.0006080826,1808.4616630430041,665.7329516766938,443200.3629481631,1991.4840742639872,497.77950900981455,247784.43959005206,21.579442180253945,6.215322921688745,38.630239020869524,3538.323048689048,1505.5061325248657,2266548.7150699785,0.9525709651049221,1.0785155316560993,1.1631957520234386,-0.029541212718782104,0.16604588111790075,0.027571234636220028,0.0942836324496904,0.038026041162670214,0.0014459798065050893,1.5740259e-06,0.05816535,0.0033832078,4.3572294e-05,0.0261796,0.00068537146,3.5909659863945578,2.009824565525488,4.0393947841897155
4,1002.mp3,143.5546875,100829,942.3271028037383,0.33648074,0.3202003,0.10252824,0.33365247,0.2808004,0.07884887,0.21790033937659573,0.18934829133873307,0.03585277543289774,2.084202,23.410666,548.05927,-4.544643,84.547424,7148.2666,0.0020052197,4.0851626,16.688555,0.071023524,0.0635041,0.004032771,1098.8741076463884,932.3749666894724,869323.0785091949,1608.0596616952741,595.5408205535568,354668.8689456037,22.743771981046994,7.324892939678345,53.65405657774967,2012.6211632885063,1940.2270518907453,3764481.012888653,0.5989350581265208,1.1950176876511467,1.4280672737990934,0.028788068540059737,0.1423281975141058,0.020257315807614317,0.04097808428470072,0.05783462263330702,0.0033448435751370284,-3.3886358e-06,0.065266974,0.004259778,-1.0319052e-05,0.053564664,0.0028691732,4.966748299319727,2.3450188463002477,5.499113389503345
5,1003.mp3,89.10290948275862,61291,942.9384615384615,0.26428303,0.31742805,0.100760564,0.3396675,0.2949863,0.087016925,0.22445842831117924,0.18152616145726364,0.032951747293408544,1.7601993,24.860762,618.05743,-10.385596,73.976494,5472.522,0.0011561475,5.398619,29.145088,0.0627526,0.062568836,0.0039148596,1887.2886387264157,1087.115654436971,1181820.4461219239,1987.933629066728,509.5755575955952,259667.24889886178,21.353792843337832,7.077803806807307,50.095306727656,3518.1065042690598,2106.8164105218507,4438675.387644175,0.54164285138051,0.9759629113737253,0.9525036043770779,0.004345879727044665,0.15155371505237833,0.022968528546177484,0.06982900582107843,0.05237495830120746,0.00274313625705322,-1.1663588e-07,0.066788904,0.0044607576,5.322621e-06,0.04458946,0.00198822,3.2844625850340137,1.8052297703799605,3.258854523866085
6,1004.mp3,112.34714673913044,78290,954.7560975609756,0.33412004,0.2890159,0.08353018,0.4615353,0.26974976,0.07276494,0.24011600348517823,0.1602424357142615,0.025677638203639233,1.8838763,8.462056,71.6064,-3.7807877,45.76755,2094.6687,-0.0063710986,1.8932811,3.5845132,0.08994763,0.018658133,0.00034812593,1741.0414764201732,338.5659604088796,114626.90954758703,1859.925722258676,253.15673615432343,64088.33306030972,21.11009804403749,7.03876210289978,49.54417194121814,3629.3336094717492,687.4524538659872,472590.8763263672,1.2225850463753094,1.2823302807563937,1.6443709489447713,0.03775135965388126,0.10127769846705201,0.010257172206783108,0.07834192990518576,0.02247416235831416,0.000505087973707865,1.1463237e-06,0.07775396,0.006045678,5.3801946e-06,0.02622305,0.00068764837,3.704743764172336,2.241014049793074,5.022143971369954
7,1005.mp3,117.45383522727273,76929,926.855421686747,0.38528797,0.28889257,0.08345891,0.5278668,0.22385198,0.050109707,0.2754753578930879,0.08629403529218263,0.007446660527008461,1.6020415,9.636029,92.85306,-1.1519723,46.446495,2157.2769,0.0028234692,1.7044151,2.9050307,0.080032915,0.026249114,0.000689016,1775.3732858108533,442.4092471623371,195725.9419747459,2099.866650368015,263.67752419073395,69525.83676335508,20.048524952522822,8.139260720031706,66.24756506865104,3789.6659732972134,999.8747124641598,999749.4406252862,1.06010767894855,1.2195331645072225,1.487261139333,0.0402982130879697,0.06379442050174756,0.00406972808715379,0.07584711001999483,0.03128054528872361,0.0009784725135598886,-1.2067471e-05,0.059346642,0.0035220238,-0.000120710174,0.042743385,0.001826997,1.5232290249433107,0.9494491526085382,0.9014536933890713
8,1006.mp3,172.265625,124404,964.3720930232558,0.26272854,0.32298625,0.104320124,0.41660607,0.28958082,0.08385706,0.2528885002613442,0.13921472540252863,0.01938073976890145,1.6212467,40.631756,1650.9397,-11.132894,62.846405,3949.6707,-0.0028498126,3.229337,10.4286175,0.06236841,0.0577728,0.0033376967,2136.972444805897,688.582829386273,474146.3129256052,2335.9246240065445,390.1241091718793,152196.8205571524,22.083700254453163,8.204225332759417,67.30931331069137,4443.112021998355,1479.522937631181,2188988.1229768,0.5455003352874617,0.8246312626424482,0.6800167193272784,-0.01932051523721143,0.12376495892222725,0.015317765057020597,0.0834731661990454,0.05102057346253801,0.0026030989164462378,-1.9718568e-06,0.07360891,0.005418272,-3.054239e-05,0.02664865,0.0007101505,2.3254784580498864,1.1721426436816886,1.3739183771370982
9,1007.mp3,135.99917763157896,95269,962.3131313131313,0.31871405,0.33468622,0.11201487,0.52128434,0.27202532,0.07399778,0.2700585232695276,0.10198885891515473,0.010401727342815338,1.922172,25.579306,654.3009,-8.517901,60.746372,3690.1218,-0.00015415097,5.0938816,25.947628,0.071409635,0.057825,0.0033437307,2265.1009404840147,771.9060383321806,595838.932013682,2454.104758109783,378.79641561102557,143486.7244797608,20.507897895700584,8.07554610277444,65.21444485803546,4807.087598865615,1588.1833556128727,2522326.371045764,0.7111532688749815,1.1777141474425947,1.387010613086438,0.008444993340921773,0.07984061984690359,0.006374524577537775,0.08379793117905057,0.05731368751462562,0.0032848587765241526,-4.3498303e-06,0.058985595,0.0034793003,-1.6083919e-05,0.055974532,0.0031331484,2.169904761904762,1.2840965580288641,1.648903970341576
10,1008.mp3,143.5546875,103715,978.4433962264151,0.3249184,0.30078793,0.090473376,0.47629452,0.2686946,0.0721968,0.25823284303079386,0.12903151597019508,0.016649132113566705,1.4186147,11.777268,138.70404,-7.5346465,60.884453,3706.9165,0.00841308,2.7375853,7.494374,0.06553351,0.045655183,0.0020843958,1753.245147323482,695.9472217384233,484342.5354454302,1970.2664580410299,480.55872058721786,230936.68393242374,21.641206764823938,7.503763686708447,56.30646946596434,3518.523168416215,1524.6552387456368,2324573.5970345144,0.8209010121934708,1.224579870254564,1.4995958586326847,0.0334387585342746,0.10036393011136745,0.01007291846739945,0.08399042182662539,0.044615343517182944,0.001990528877156238,-2.9070858e-07,0.052219447,0.0027268706,-4.3469034e-05,0.045047358,0.0020292643,2.6795827664399092,1.4198465901172592,2.0159643394676086
11,1009.mp3,135.99917763157896,95445,964.0909090909091,0.27196616,0.30527422,0.09319235,0.4110503,0.27927184,0.07799277,0.24541374949972086,0.15200468706530598,0.0231054248898216,0.8131272,6.262882,39.223694,-8.183657,76.45972,5846.088,-0.0049514133,2.9870458,8.922442,0.05420547,0.027326893,0.0007467591,1194.4919042050403,323.9007397742248,104911.6892262901,1163.4718385436217,186.75630501607495,34877.91746325722,22.18990190772836,6.533454113059046,42.68602264744817,2245.29197858214,627.8802924484346,394233.66164513177,0.5916331243841056,0.7472764924504796,0.5584221561690916,-0.00023638346097204095,0.11491607822725118,0.013205705035131713,0.06519814443046956,0.02638171550107486,0.0006959949127796535,1.4540645e-07,0.045012727,0.0020261456,9.771805e-06,0.027480552,0.0007551807,2.5727709750566894,1.5856117993816279,2.5141647783382437
12,101.mp3,161.4990234375,115432,970.0168067226891,0.24864794,0.30032656,0.09019604,0.28017265,0.3001593,0.09009561,0.19353865450104862,0.21418712040469906,0.04587612254725705,0.44440228,5.106668,26.07806,-23.068302,95.755486,9169.112,0.0067985905,3.4985795,12.240058,0.032028593,0.030316083,0.00091906486,1214.902208546288,889.6065313623295,791399.7806425153,1551.452301379455,679.5870038671015,461838.49582506396,26.242206319123458,7.698192183806321,59.26216289881673,2186.3423350425696,1980.9014711438624,3923970.6383799184,0.2650385583580551,0.46299474872905805,0.21436413735068358,0.15132600933526807,0.1868705205816563,0.03492059146245923,0.05672729618163055,0.04624464333464399,0.0021385670371484324,-6.55795e-05,0.037825007,0.0014307312,-2.612437e-05,0.013747981,0.00018900697,2.938485260770975,1.520871135613559,2.3130490111424766
13,1010.mp3,123.046875,88846,987.1777777777778,0.41997227,0.29795358,0.088776335,0.5396678,0.26704094,0.07131087,0.2646053008517986,0.11540090161893216,0.013317368094462458,1.8175588,31.57001,996.66547,-10.824138,62.415897,3895.7444,0.0077647567,2.7581723,7.607515,0.05806381,0.069195256,0.004787983,2296.0817489862593,767.9135609359116,589691.237069272,2245.4992552513218,578.2051612715281,334321.2085210338,20.01588696719211,7.323276386359676,53.630377031013225,4594.461106811145,1742.7917744418019,3037323.1690620044,0.6709202710590476,1.229983695543686,1.5128598913033027,0.008186465358610031,0.08578880160693726,0.007359718481154442,0.11716129708462332,0.06260841660413935,0.003919813829677472,7.949372e-06,0.04670681,0.002181526,7.8570694e-05,0.06413318,0.0041130646,3.559619047619048,2.2112432425218,4.889596677598325
